"","season","niche","site","mean_moist","mean_gN_cm2_hr","mean_rate_gN_g_h","sample_n","total_coverage_cm2","plot_litter_grams","plot_wood_grams","plot_soil_grams","plot_substrate_mass","mean_N_flux_kg_ha","Nfix_kg_ha_season"
"18","fall","Soil","FounEast",15.85225,0,0,8,NA,NA,NA,201903816.120052,201903816.120052,0,0
"19","fall","Soil","GibFalls",4.144125,0,0,8,NA,NA,NA,224124376.145855,224124376.145855,0,0
"20","fall","Soil","GravPit",7.7245,0,0,8,NA,NA,NA,248281218.170707,248281218.170707,0,0
"21","fall","Wood","BiscBas",105.343,0,0,8,NA,NA,5752585.6111111,NA,5752585.6111111,0,0
"22","fall","Wood","FirLopSo",62.203625,0,0,8,NA,NA,2790499.44444445,NA,2790499.44444445,0,0
"23","fall","Wood","FounEast",130.737875,0,0,8,NA,NA,4657012.8888889,NA,4657012.8888889,0,0
"24","fall","Wood","GibFalls",18.642625,0,0,8,NA,NA,2665507.44444445,NA,2665507.44444445,0,0
"25","fall","Wood","GravPit",35.153,0,0,8,NA,NA,5713760.69444445,NA,5713760.69444445,0,0
"26","spring","Lichen","BiscBas",140.2125,4.11821566218032e-11,1.93440572195364e-10,4,770000,NA,NA,NA,NA,1.26841042395154e-07,0.000185187921896925
"27","spring","Lichen","FirLopSo",64.3533333333333,1.18900870792743e-08,1.20749229579341e-08,3,3750000,NA,NA,NA,NA,0.000178351306189115,0.260392907036108
"28","spring","Lichen","FounEast",181.553333333333,2.17759595467181e-10,5.8660810498539e-10,3,50000,NA,NA,NA,NA,4.35519190934361e-08,6.35858018764167e-05
"29","spring","Lichen","GibFalls",75.745,0,0,2,1180000,NA,NA,NA,NA,0,0
"30","spring","Lichen","GravPit",89.09,3.41016516643499e-09,4.38971390842107e-09,3,1350000,NA,NA,NA,NA,1.8414891898749e-05,0.0268857421721735
"31","spring","Litter","BiscBas",328.798571428571,8.11393981194176e-11,4.94379729670505e-10,7,NA,2514583.33333333,NA,NA,2514583.33333333,4.97263611426917e-06,0.00726004872683298
"32","spring","Litter","FirLopSo",33.838,1.09924818577987e-12,4.21578854999482e-12,5,NA,1957245.37037037,NA,NA,1957245.37037037,3.30053304877511e-08,4.81877825121166e-05
"33","spring","Litter","FounEast",62.5633333333333,1.18106242994569e-10,3.90619345832559e-10,3,NA,1681921.2962963,NA,NA,1681921.2962963,2.62796398600443e-06,0.00383682741956647
"34","spring","Litter","GibFalls",66.65,3.26334238823114e-12,8.99985830552059e-12,2,NA,2292731.48148148,NA,NA,2292731.48148148,8.25370338637585e-08,0.000120504069441087
"35","spring","Litter","GravPit",46.2133333333333,5.33863954098842e-11,1.93662018515005e-10,3,NA,2281921.2962963,NA,NA,2281921.2962963,1.76768593733247e-06,0.00258082146850541
"36","spring","Moss","BiscBas",79.65,1.46421530519773e-09,1.75307141656707e-09,5,1060000,NA,NA,NA,NA,6.20827289403839e-06,0.00906407842529606
"37","spring","Moss","FirLopSo",54.754,3.42475063688558e-10,6.12516805487589e-10,5,90000,NA,NA,NA,NA,1.23291022927881e-07,0.000180004893474706
"38","spring","Moss","FounEast",99.7533333333333,7.1114518614033e-10,4.88886599803041e-09,3,310000,NA,NA,NA,NA,8.81820030814009e-07,0.00128745724498845
"39","spring","Moss","GibFalls",98.2966666666667,1.50503216208657e-08,5.43393728762157e-08,3,50000,NA,NA,NA,NA,3.01006432417314e-06,0.00439469391329279
"40","spring","Moss","GravPit",154.493333333333,1.10190823810518e-08,9.462273419816e-09,3,160000,NA,NA,NA,NA,7.05221272387315e-06,0.0102962305768548
"41","spring","Soil","BiscBas",37.9166666666667,1.43492093629183e-10,6.36478123735963e-11,3,NA,NA,NA,247406897.801899,247406897.801899,6.29876312449152e-05,0.0919619416175762
"42","spring","Soil","FirLopSo",42.408,1.38817723631041e-10,7.70801788746132e-11,5,NA,NA,NA,253813149.31758,253813149.31758,7.82558518005119e-05,0.114253543628747
"43","spring","Soil","FounEast",36.03,2.2535557556701e-10,9.5333544520988e-11,3,NA,NA,NA,201903816.120052,201903816.120052,7.69928257721532e-05,0.112409525627344
"44","spring","Soil","GibFalls",22.1266666666667,2.76671994326553e-10,1.76250263000509e-10,3,NA,NA,NA,224124376.145855,224124376.145855,0.000158007920962127,0.230691564604706
"45","spring","Soil","GravPit",31.0766666666667,1.41570535592464e-10,5.89770009882277e-11,3,NA,NA,NA,248281218.170707,248281218.170707,5.85715265976487e-05,0.085514428832567
"46","spring","Wood","BiscBas",232.53,4.11378561460192e-11,8.9437821609501e-11,5,NA,NA,5752585.6111111,NA,5752585.6111111,2.05799490271975e-06,0.00300467255797083
"47","spring","Wood","FirLopSo",178.26,2.84761162661051e-10,6.37083791932636e-10,5,NA,NA,2790499.44444445,NA,2790499.44444445,7.11112786981034e-06,0.0103822466899231
"48","spring","Wood","FounEast",118.315,1.49614971105202e-10,3.2107418143051e-10,2,NA,NA,4657012.8888889,NA,4657012.8888889,5.98098640484535e-06,0.00873224015107421
"49","spring","Wood","GibFalls",210.5,9.13130851837169e-11,1.73742610529793e-10,2,NA,NA,2665507.44444445,NA,2665507.44444445,1.85244888713751e-06,0.00270457537522076
"50","spring","Wood","GravPit",154.61,3.06437971273641e-10,5.24739300791502e-10,2,NA,NA,5713760.69444445,NA,5713760.69444445,1.1992939166771e-05,0.0175096911834856
"51","summer","Lichen","BiscBas",-0.199625,6.74102223922966e-12,1.79846077023796e-11,8,770000,NA,NA,NA,NA,2.07623484968274e-08,3.03130288053679e-05
"52","summer","Lichen","FirLopSo",0.15775,4.40312411152617e-09,1.18758959223454e-08,8,3750000,NA,NA,NA,NA,6.60468616728926e-05,0.0964284180424231
"53","summer","Lichen","FounEast",3.481625,0,0,8,50000,NA,NA,NA,NA,0,0
"54","summer","Lichen","GibFalls",0.0285,0,0,8,1180000,NA,NA,NA,NA,0,0
"55","summer","Lichen","GravPit",0.8449,3.31188521285396e-11,6.40080492515751e-11,10,1350000,NA,NA,NA,NA,1.78841801494114e-07,0.000261109030181406
"56","summer","Litter","BiscBas",-0.4176702095,0,0,8,NA,2514583.33333333,NA,NA,2514583.33333333,0,0
"57","summer","Litter","FirLopSo",-2.03366666666667,0,0,6,NA,1957245.37037037,NA,NA,1957245.37037037,0,0
"58","summer","Litter","FounEast",2.9538,0,0,10,NA,1681921.2962963,NA,NA,1681921.2962963,0,0
"59","summer","Litter","GibFalls",1.05175,0,0,8,NA,2292731.48148148,NA,NA,2292731.48148148,0,0
"60","summer","Litter","GravPit",1.34125,0,0,8,NA,2281921.2962963,NA,NA,2281921.2962963,0,0
"61","summer","Moss","BiscBas",0.064375,5.25232122382174e-11,1.38277377118801e-10,8,1060000,NA,NA,NA,NA,2.22698419890042e-07,0.000325139693039461
"62","summer","Moss","FirLopSo",0.161125,0,0,8,90000,NA,NA,NA,NA,0,0
"63","summer","Moss","FounEast",-7.60633333333333,0,0,6,310000,NA,NA,NA,NA,0,0
"64","summer","Moss","GibFalls",1.4598,1.28781099329344e-09,6.79770340438441e-09,5,50000,NA,NA,NA,NA,2.57562198658688e-07,0.000376040810041685
"65","summer","Moss","GravPit",-0.008,3.89436973508594e-10,3.74852177049742e-09,7,160000,NA,NA,NA,NA,2.492396630455e-07,0.00036388990804643
"66","summer","Soil","BiscBas",2.17357142857143,0,0,7,NA,NA,NA,247406897.801899,247406897.801899,0,0
"67","summer","Soil","FirLopSo",1.5925,0,0,8,NA,NA,NA,253813149.31758,253813149.31758,0,0
"68","summer","Soil","FounEast",9.49125,0,0,8,NA,NA,NA,201903816.120052,201903816.120052,0,0
"69","summer","Soil","GibFalls",1.59125,0,0,8,NA,NA,NA,224124376.145855,224124376.145855,0,0
"70","summer","Soil","GravPit",2.386875,0,0,8,NA,NA,NA,248281218.170707,248281218.170707,0,0
"71","summer","Wood","BiscBas",2.15975,0,0,8,NA,NA,5752585.6111111,NA,5752585.6111111,0,0
"72","summer","Wood","FirLopSo",-1.146375,0,0,8,NA,NA,2790499.44444445,NA,2790499.44444445,0,0
"73","summer","Wood","FounEast",14.0895714285714,0,0,7,NA,NA,4657012.8888889,NA,4657012.8888889,0,0
"74","summer","Wood","GibFalls",0.245571428571429,0,0,7,NA,NA,2665507.44444445,NA,2665507.44444445,0,0
"75","summer","Wood","GravPit",0.914625,0,0,8,NA,NA,5713760.69444445,NA,5713760.69444445,0,0
"76","summer_wet","Lichen","BiscBas",20.6182,9.70029325903007e-10,8.61098365435417e-10,5,770000,NA,NA,NA,NA,2.98769032378126e-06,0.00436202787272064
"77","summer_wet","Lichen","FirLopSo",48.8136,2.79827886695715e-09,9.47766983256098e-09,5,3750000,NA,NA,NA,NA,4.19741830043573e-05,0.0612823071863616
"78","summer_wet","Lichen","FounEast",94.9706,6.59166533899868e-08,3.46734100731127e-07,5,50000,NA,NA,NA,NA,1.31833306779974e-05,0.0192476627898762
"79","summer_wet","Lichen","GibFalls",65.3064,1.93958961542894e-08,1.12034775020221e-07,5,1180000,NA,NA,NA,NA,9.15486298482462e-05,0.133660999578439
"80","summer_wet","Lichen","GravPit",66.1712,1.34213142100753e-08,5.04571888035041e-08,5,1350000,NA,NA,NA,NA,7.24750967344067e-05,0.105813641232234
"81","summer_wet","Litter","BiscBas",31.0056,0,0,5,NA,2514583.33333333,NA,NA,2514583.33333333,0,0
"82","summer_wet","Litter","FirLopSo",48.07125,0,0,4,NA,1957245.37037037,NA,NA,1957245.37037037,0,0
"83","summer_wet","Litter","FounEast",92.966,1.04286170947908e-11,6.34375233188701e-11,5,NA,1681921.2962963,NA,NA,1681921.2962963,4.26787685817202e-07,0.000623110021293115
"84","summer_wet","Litter","GibFalls",50.828,3.14297514730668e-12,1.10521955573986e-11,5,NA,2292731.48148148,NA,NA,2292731.48148148,1.01358866775751e-07,0.000147983945492596
"85","summer_wet","Litter","GravPit",61.0213333333333,0,0,3,NA,2281921.2962963,NA,NA,2281921.2962963,0,0
"86","summer_wet","Moss","BiscBas",21.78075,1.00668245336822e-11,1.41194404673845e-11,4,1060000,NA,NA,NA,NA,4.26833360228125e-08,6.23176705933062e-05
"87","summer_wet","Moss","FirLopSo",29.1462,3.62562136927559e-09,2.76944739697162e-09,5,90000,NA,NA,NA,NA,1.30522369293921e-06,0.00190562659169125
"88","summer_wet","Moss","FounEast",79.1215,6.4991192469054e-10,7.26931849711411e-09,6,310000,NA,NA,NA,NA,8.0589078661627e-07,0.00117660054845975
"89","summer_wet","Moss","GibFalls",21.2824,4.47771233669199e-10,8.23320438986695e-10,5,50000,NA,NA,NA,NA,8.95542467338397e-08,0.000130749200231406
"90","summer_wet","Moss","GravPit",70.5432,6.95463314138249e-11,3.08637870587895e-10,5,160000,NA,NA,NA,NA,4.4509652104848e-08,6.4984092073078e-05
"91","summer_wet","Soil","BiscBas",9.5054,0,0,5,NA,NA,NA,247406897.801899,247406897.801899,0,0
"92","summer_wet","Soil","FirLopSo",17.1974,0,0,5,NA,NA,NA,253813149.31758,253813149.31758,0,0
"93","summer_wet","Soil","FounEast",32.74,1.52875430145079e-10,7.65967097394639e-11,5,NA,NA,NA,201903816.120052,201903816.120052,6.18606719945507e-05,0.090316581112044
"94","summer_wet","Soil","GibFalls",13.1348,0,0,5,NA,NA,NA,224124376.145855,224124376.145855,0,0
"95","summer_wet","Soil","GravPit",21.27,0,0,5,NA,NA,NA,248281218.170707,248281218.170707,0,0
"96","summer_wet","Wood","BiscBas",104.635666666667,1.32062497883397e-10,5.90136856226107e-10,6,NA,NA,5752585.6111111,NA,5752585.6111111,1.35792511508506e-05,0.0198257066802418
"97","summer_wet","Wood","FirLopSo",103.872,3.20977006066587e-10,9.3279336923677e-10,5,NA,NA,2790499.44444445,NA,2790499.44444445,1.04118375145467e-05,0.0152012827712382
"98","summer_wet","Wood","FounEast",136.5226,2.0304965080704e-10,7.20104208751951e-10,5,NA,NA,4657012.8888889,NA,4657012.8888889,1.34141383260039e-05,0.0195846419559657
"99","summer_wet","Wood","GibFalls",62.14225,5.42860886513645e-11,1.35963536318365e-10,4,NA,NA,2665507.44444445,NA,2665507.44444445,1.44964727291838e-06,0.00211648501846083
"100","summer_wet","Wood","GravPit",135.9004,4.93019792896125e-10,1.40968698470303e-09,5,NA,NA,5713760.69444445,NA,5713760.69444445,3.22184563386644e-05,0.04703894625445
